Gene	go_all
Mle_014034	GO:0005938;GO:0030864;GO:0005737;GO:0044354;GO:0001891;GO:0030670;GO:0031143;GO:0005774;GO:0031982;GO:0003779;GO:0008179;GO:0008154;GO:0031152;GO:0000902;GO:0098609;GO:0033298;GO:0007163;GO:0000281;GO:0006907;GO:0045761;GO:0010468;GO:0006970;GO:0007165;GO:0003779;GO:0007010
Mle_014035	GO:0030133;GO:0030246;GO:0046872;GO:0042742
Mle_014038	GO:0005604;GO:0005694;GO:0005615;GO:0016020;GO:0005634;GO:0005507;GO:0070492;GO:0004720;GO:0005044;GO:0006464;GO:0016568;GO:0030199;GO:0043542;GO:0001935;GO:0001837;GO:0045892;GO:0032332;GO:0046688;GO:0001666;GO:0002040;GO:0006351;GO:0005515;GO:0005044;GO:0016020
Mle_014040	GO:0009986;GO:0005788;GO:0070062;GO:0005794;GO:0043202;GO:0005764;GO:0005739;GO:0005791;GO:0004065;GO:0046872;GO:0003943;GO:0006914;GO:0007417;GO:0030207;GO:0061580;GO:0006687;GO:0007041;GO:0007040;GO:0010976;GO:0043687;GO:0010632;GO:0043627;GO:0051597;GO:0007584;GO:0009268;GO:0008484;GO:0008152;GO:0003824
Mle_014041	GO:0005737;GO:0005856;GO:0051693
Mle_014042	GO:0030424;GO:0005829;GO:0005783;GO:0016020;GO:0043025;GO:0043204;GO:1990635;GO:0035254;GO:0051019;GO:0019901;GO:0004725;GO:0035640;GO:0043407;GO:0035335;GO:1900273;GO:1901216;GO:0010976;GO:0033160;GO:0001934;GO:1903955;GO:0002092;GO:2001025;GO:1903492;GO:0001975;GO:0042493;GO:0035902;GO:0004725;GO:0006470;GO:0008138;GO:0006470;GO:0005515
Mle_014043	GO:0005524;GO:0004693;GO:0004672;GO:0006468;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_014044	GO:0030054;GO:0016021;GO:0005886;GO:0045202;GO:0042802;GO:0007156;GO:0010842;GO:0007416;GO:0005515;GO:0005515
Mle_014045	GO:0005576;GO:0007596
Mle_014047	GO:0003964;GO:0006313
Mle_014048	GO:0005901;GO:0031410;GO:0030659;GO:0070062;GO:0016021;GO:0043231;GO:0005635;GO:0031965;GO:0005886;GO:0005543;GO:0008015;GO:0034605;GO:0006936;GO:0001778;GO:0030947;GO:0005515
Mle_014051	GO:0016021;GO:0016020;GO:0043235;GO:0005509;GO:0050750;GO:0005041;GO:0001701;GO:0005515
Mle_014055	GO:0005737;GO:0005634;GO:0016605;GO:0004197;GO:0042803;GO:0004843;GO:0010216;GO:0007275;GO:0043065;GO:0016579;GO:0031647;GO:0051090;GO:0006283;GO:0006511;GO:0036459;GO:0016579;GO:0005515
Mle_014059	GO:0000139;GO:0016021;GO:0050656;GO:0050659;GO:0019319;GO:0008146;GO:0008146;GO:0016021
Mle_014062	GO:0005576;GO:0005615;GO:0002043;GO:0042118;GO:0045446;GO:0048839;GO:0030514;GO:0070374;GO:0010594;GO:0060393;GO:0001657
Mle_014063	GO:0000785;GO:0005737;GO:0005829;GO:0042555;GO:0016020;GO:0000784;GO:0005654;GO:0005524;GO:0003678;GO:0003697;GO:0008283;GO:0006974;GO:0071364;GO:0071466;GO:0006260;GO:0006270;GO:0006268;GO:0000082;GO:0042325;GO:0042493;GO:0003677;GO:0005524;GO:0006260;GO:0005524;GO:0016887;GO:0005524;GO:0016887
Mle_014066	GO:0016324;GO:0043679;GO:0030054;GO:0009986;GO:0016023;GO:0005829;GO:0030425;GO:0005783;GO:0005887;GO:0044224;GO:0043025;GO:0033270;GO:0043204;GO:0005886;GO:0042734;GO:0045202;GO:0008076;GO:0005251;GO:0005267;GO:0015079;GO:0005249;GO:0010644;GO:0034613;GO:0071286;GO:0050966;GO:0050976;GO:0021766;GO:0010960;GO:0007405;GO:0050905;GO:0019228;GO:0023041;GO:0071805;GO:0006813;GO:0051260;GO:0042391;GO:0006937;GO:0001964;GO:0007268;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0051260
Mle_014067	GO:0030529;GO:0000166;GO:0003723;GO:0030154;GO:0007399;GO:0003676
Mle_014068	GO:0097440;GO:0030054;GO:0005737;GO:0043197;GO:0043204;GO:0048471;GO:0005886;GO:0014069;GO:0045211;GO:0016874;GO:0045183;GO:0061630;GO:0004842;GO:0008270;GO:0007420;GO:0071230;GO:0007595;GO:0008285;GO:0045746;GO:0007219;GO:0043065;GO:0060999;GO:0045741;GO:0051491;GO:0048170;GO:0090129;GO:0006513;GO:0007519;GO:0007288;GO:0030317
Mle_014069	GO:0005829;GO:0005789;GO:0042587;GO:0004105;GO:0008289;GO:0006657;GO:0006656;GO:0003824;GO:0009058
Mle_014071	GO:0005615;GO:0005509;GO:0030246;GO:0042806;GO:0010185;GO:0001868;GO:0045088
Mle_014073	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021
Mle_014075	GO:0052689;GO:0008152;GO:0016787;GO:0008152
Mle_014076	GO:0000932;GO:0016874;GO:0035198;GO:0004842;GO:0008270;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0021915;GO:0051865;GO:0060964;GO:2000177;GO:0072089;GO:0008270;GO:0005622;GO:0005515
Mle_014077	GO:0044167;GO:0016021;GO:0016874;GO:0008270;GO:0016567;GO:0039504;GO:0046776;GO:0008270
Mle_014078	GO:0031463;GO:0005737;GO:0005856;GO:0016567;GO:0005515;GO:0005515;GO:0005515
Mle_014079	GO:0016021;GO:0008250;GO:0016757;GO:0006486;GO:0018279;GO:0018279;GO:0005789
Mle_014080	GO:0005737;GO:0005739;GO:0005524;GO:0007420;GO:0030154;GO:0007283;GO:0005524;GO:0005524;GO:0016887;GO:0005524;GO:0008134;GO:0006355;GO:0003676;GO:0005524;GO:0003723;GO:0003724;GO:0005524;GO:0009378;GO:0006281;GO:0006310;GO:0003678;GO:0005524;GO:0005524;GO:0016301;GO:0005524;GO:0005524;GO:0016887;GO:0005524;GO:0008134;GO:0006355
Mle_014083	GO:0030054;GO:0016021;GO:0030672;GO:0022857;GO:0022857;GO:0055085;GO:0016021;GO:0006810;GO:0055085;GO:0016021
Mle_014084	GO:0045177;GO:0016324;GO:0043190;GO:0016021;GO:0016020;GO:0043235;GO:0005524;GO:0042626;GO:0017127;GO:0046982;GO:0033344;GO:0042632;GO:0007588;GO:0030299;GO:0045796;GO:0010949;GO:0042493;GO:0010212;GO:0007584;GO:0005524;GO:0016887;GO:0016020;GO:0005524
Mle_014089	GO:0005737;GO:0005524;GO:0004672;GO:0004674;GO:0008637;GO:0000082;GO:0043066;GO:0008285;GO:0032091;GO:0010508;GO:0043123;GO:0016239;GO:0045893;GO:0046777;GO:0006468;GO:0050821;GO:0007346;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_014092	NA;GO:0005515
Mle_014094	GO:0030176;GO:0030173;GO:0005459;GO:0072334;GO:0016020;GO:0016021;GO:0005351;GO:0008643;GO:0000139;GO:0016021;GO:0006810;GO:0016021;GO:0055085
Mle_014107	GO:0005634;GO:0043565;GO:0007275;GO:0006355;GO:0003677
Mle_014110	GO:0005739;GO:0005634;GO:0046872;GO:0044822;GO:0004809;GO:0000049;GO:0002940;GO:0003723;GO:0004809;GO:0008033
Mle_014112	GO:0072562;GO:0009986;GO:0070062;GO:0005576;GO:0005615;GO:0031232;GO:0019897;GO:0043231;GO:0044218;GO:0034185;GO:0019904;GO:0005102;GO:0004252;GO:0007596;GO:0022617;GO:0042730;GO:0060716;GO:0071674;GO:0046716;GO:0045445;GO:0016525;GO:0010812;GO:0051918;GO:0051919;GO:0051603;GO:0042246;GO:0048771;GO:0060707
Mle_014115	GO:0016021;GO:0004930;GO:0007166;GO:0004930;GO:0007186;GO:0016021
Mle_014116	GO:0016021;GO:0043231;GO:0005524;GO:0042626;GO:0033344;GO:0033700
Mle_014117	GO:0005783;GO:0033116;GO:0016021;GO:0005886;GO:0005774
Mle_014118	GO:0016021;GO:0046872;GO:0055114
Mle_014119	GO:0005654;GO:0036310;GO:0005524;GO:0003677;GO:0004386;GO:0006974;GO:0051276;GO:0008340;GO:0000733;GO:0006302;GO:0000724;GO:0042493;GO:0010212;GO:0005524;GO:0003677;GO:0005524;GO:0016787;GO:0016817;GO:0016575;GO:0070823
Mle_014120	GO:0005794;GO:0016021;GO:0008324;GO:0006829;GO:0008324;GO:0006812;GO:0055085;GO:0016021
Mle_014121	GO:0016021;GO:0005637;GO:0045444;GO:0051291;GO:0016021;GO:0006606
Mle_014123	GO:0005737;GO:0045576;GO:0032287;GO:0048793;GO:0042127;GO:0007165;GO:0016787;GO:0008152
Mle_014129	GO:0031672;GO:0000794;GO:0070062;GO:0031674;GO:0031430;GO:0005859;GO:0030017;GO:0005865;GO:0030018;GO:0051015;GO:0042805;GO:0030506;GO:0005524;GO:0005509;GO:0005516;GO:0019899;GO:0042802;GO:0051371;GO:0002020;GO:0019901;GO:0043621;GO:0004674;GO:0004713;GO:0005200;GO:0008307;GO:0097493;GO:0031433;GO:0007512;GO:0060048;GO:0048739;GO:0003300;GO:0055008;GO:0055003;GO:0035995;GO:0043056;GO:0007507;GO:0060419;GO:0003007;GO:0001701;GO:0006936;GO:0018108;GO:0050790;GO:0045859;GO:1901897;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0001756;GO:0055002;GO:0006941;GO:0021591;GO:0005515
Mle_014130	GO:0016021;GO:0008076;GO:0005251;GO:0051260;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_014131	GO:0005737;GO:0003723;GO:0007049;GO:0040008;GO:0006355;GO:0006351;GO:0003723
Mle_014132	GO:0030133;GO:0046872;GO:0060385;GO:0007417;GO:0007268;GO:0006810
Mle_014134	GO:0005576;GO:0005537
Mle_014138	GO:0005737;GO:0005515;GO:0000287;GO:0010333;GO:0016829
Mle_014141	GO:0030424;GO:0005829;GO:0032839;GO:0043197;GO:0005783;GO:0005788;GO:0005789;GO:0044233;GO:0070062;GO:0071556;GO:0042470;GO:0016020;GO:0043209;GO:0043025;GO:0043234;GO:0005840;GO:0005791;GO:0005790;GO:0005509;GO:0030246;GO:0044822;GO:0007568;GO:0019886;GO:0002474;GO:0061077;GO:0072583;GO:0006457;GO:0034975;GO:0009306;GO:0048488;GO:0005509;GO:0051082;GO:0006457;GO:0005783
Mle_014143	GO:0016020;GO:0005739;GO:0005524;GO:0004140;GO:0015937;GO:0004140;GO:0005524;GO:0015937
Mle_014145	GO:0005694;GO:0005829;GO:0005815;GO:0005730;GO:0005654;GO:0016874;GO:0044822;GO:0061630;GO:0004842;GO:0008270;GO:0006974;GO:0006260;GO:0048568;GO:0001701;GO:0035264;GO:0000209;GO:0042787;GO:0006275;GO:0061053;GO:0005515;GO:0008270
Mle_014146	GO:0005509;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_014147	GO:0005737;GO:0046872;GO:0003723;GO:0006355;GO:0046872;GO:0046872;GO:0046872
Mle_014149	GO:0005739;GO:0005654;GO:0051747;GO:0043734;GO:0008198;GO:1990930;GO:0008283;GO:0006307;GO:0006281;GO:0035552;GO:0016491;GO:0055114
Mle_014151	GO:0009986;GO:0005576;GO:0005887;GO:0005044;GO:0004252;GO:0007565;GO:0030182;GO:0016486;GO:0008217;GO:0035813;GO:0003050;GO:0005515
Mle_014153	GO:0005903;GO:0005829;GO:0005769;GO:0048471;GO:0005886;GO:0033181;GO:0000221;GO:0005524;GO:0016820;GO:0015991;GO:0046034;GO:0015992;GO:0007035;GO:0005524;GO:0016820;GO:0015991;GO:0033178;GO:0015992;GO:0046034
Mle_014160	GO:0000139;GO:0016021;GO:0030246;GO:0046872;GO:0004653;GO:0006486
Mle_014163	GO:0005666;GO:0003677;GO:0003899;GO:0046872;GO:0006383;GO:0003677;GO:0003899;GO:0006351
Mle_014164	GO:0005737;GO:0005654;GO:0003677;GO:0000981;GO:0008270;GO:0046983
Mle_014165	GO:0030424;GO:0005829;GO:0030425;GO:0070062;GO:0005576;GO:0005615;GO:0005794;GO:0005764;GO:0045121;GO:0043005;GO:0043025;GO:0005634;GO:0045202;GO:0008021;GO:0008474;GO:0016290;GO:0008344;GO:0008306;GO:0007420;GO:0044257;GO:0051186;GO:0051181;GO:0007625;GO:0016042;GO:0007042;GO:0031579;GO:0043066;GO:0030308;GO:0043524;GO:0007399;GO:0007269;GO:0006907;GO:0048549;GO:0048260;GO:0002084;GO:0015031;GO:0006898;GO:0032429;GO:0048167;GO:0007601;GO:0003743;GO:0006413;GO:0098599
Mle_014170	GO:0005737;GO:0005515;GO:0005515;GO:0005515
Mle_014172	GO:0005737;GO:0016020;GO:0004379;GO:0018008;GO:0004379;GO:0004379;GO:0003677;GO:0005634
Mle_014174	GO:0044666;GO:0005634;GO:0005700;GO:0005703;GO:0042054;GO:0042800;GO:0005102;GO:0003713;GO:0048749;GO:0051568;GO:0016571;GO:0035332;GO:1900114;GO:0045893;GO:0007458;GO:0035075;GO:0007224;GO:0006351;GO:0005515
Mle_014175	GO:0005671;GO:0005730;GO:0005634;GO:0003677;GO:0008270;GO:0006355;GO:0006351
Mle_014178	GO:0030659;GO:0031901;GO:0005768;GO:0016021;GO:0048471;GO:0005886;GO:0030667;GO:0030658;GO:0008201;GO:0005215;GO:0006810
Mle_014182	GO:0005509;GO:0005544
Mle_014191	GO:0005737;GO:0031261;GO:0005634;GO:0006261;GO:0008285;GO:2000104;GO:0016567;GO:0042127;GO:0005515;GO:0005515;GO:0006886;GO:0016192;GO:0030117
Mle_014192	GO:0005901;GO:0005737;GO:0005829;GO:0005654;GO:0005886;GO:0019902;GO:0019901;GO:0030291;GO:0005173;GO:0008543;GO:0000188;GO:0000165;GO:0007275;GO:0010801;GO:0010923;GO:0043517;GO:0090311;GO:0007275;GO:0009966;GO:0016020
Mle_014194	GO:0005634;GO:0003682;GO:0000978;GO:0001077;GO:0021696;GO:0042384;GO:0021516;GO:0030901;GO:0021914;GO:0045944;GO:0070613;GO:0021537;GO:0003677;GO:0006355
Mle_014195	GO:0005737;GO:0005634;GO:0072669;GO:0005524;GO:0008026;GO:0004004;GO:0003682;GO:0003677;GO:0033677;GO:0004527;GO:0004518;GO:0008143;GO:0003712;GO:0032508;GO:0006302;GO:0006397;GO:0006355;GO:0010501;GO:0006351;GO:0006388;GO:0003676;GO:0005524;GO:0005515
Mle_014198	GO:0000139;GO:0016021;GO:0016020;GO:0047756;GO:0001537;GO:0050659;GO:0008146;GO:0016051;GO:0051216;GO:0002063;GO:0030206;GO:0030204;GO:0048589;GO:0042733;GO:0030326;GO:0048704;GO:0048703;GO:0043066;GO:0030512;GO:0033037;GO:0036342;GO:0009791;GO:0042127;GO:0007585;GO:0008146;GO:0016021
Mle_014199	GO:0005634;GO:0043234;GO:0043565;GO:0003714;GO:0003700;GO:0008270;GO:0048646;GO:0009653;GO:0009948;GO:0009952;GO:0007267;GO:0021702;GO:0021937;GO:0021549;GO:0060067;GO:0072049;GO:0009953;GO:0001705;GO:0009880;GO:0060059;GO:0048703;GO:0001706;GO:0060429;GO:0021871;GO:0001702;GO:0060322;GO:0001822;GO:0097477;GO:0008045;GO:0045892;GO:0072178;GO:0060066;GO:0035846;GO:0061205;GO:0007389;GO:2000744;GO:0090190;GO:0040019;GO:2000543;GO:2000768;GO:0045893;GO:0009791;GO:0090009;GO:0010468;GO:0072077;GO:0010842;GO:0072050;GO:0021527;GO:0006366;GO:0001657;GO:0001655;GO:0035847;GO:0060065;GO:0060068;GO:0003677;GO:0008270;GO:0003677;GO:0006355
Mle_014200	GO:0005783;GO:0070062;GO:0031012;GO:0005615;GO:0005578;GO:0005201;GO:0020037;GO:0046872;GO:0004601;GO:0098869;GO:0030198;GO:0042744;GO:0055114;GO:0006979;GO:0005515;GO:0003677;GO:0003899;GO:0006351;GO:0005515;GO:0005515
Mle_014202	GO:0030054;GO:0005737;GO:0005856;GO:0030425;GO:0005794;GO:0043005;GO:0048471;GO:0005886;GO:0014069;GO:0045211;GO:0042734;GO:0043234;GO:0045202;GO:0051015;GO:0071933;GO:0016887;GO:0046875;GO:0035256;GO:0001664;GO:0051020;GO:0042802;GO:0046872;GO:0008022;GO:0019904;GO:0005080;GO:0005102;GO:0030971;GO:0036294;GO:0042149;GO:0097062;GO:0097061;GO:0015872;GO:0021782;GO:0060292;GO:0015844;GO:0034316;GO:0060548;GO:0010629;GO:0002092;GO:0007205;GO:0006468;GO:0043113;GO:0005515;GO:0019904;GO:0006886;GO:0030176;GO:0005515
Mle_014204	NA
Mle_014213	GO:0000932;GO:0031251;GO:0005524;GO:0046872;GO:0044822;GO:0004672;GO:0006397;GO:0000289;GO:0010606;GO:0004672;GO:0005524;GO:0006468;GO:0046872
Mle_014214	GO:0005737;GO:0016149;GO:0003747;GO:0006415;GO:0016149;GO:0006415;GO:0005737
Mle_014215	GO:0044295;GO:0005737;GO:0005829;GO:0005789;GO:0070062;GO:0005874;GO:0005739;GO:0043025;GO:0005654;GO:0048471;GO:0043234;GO:0005524;GO:0005528;GO:0005525;GO:0031072;GO:0003755;GO:0044822;GO:0030674;GO:0030521;GO:0061077;GO:0006825;GO:0007566;GO:0046661;GO:0031115;GO:0031111;GO:0010977;GO:0030850;GO:0031503;GO:0006457;GO:1900034;GO:0006463;GO:0006457;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_014216	GO:0005737;GO:0016788;GO:0031177;GO:0016747;GO:0009058
Mle_014217	GO:0000781;GO:0005737;GO:0030529;GO:0016363;GO:0005697;GO:0005524;GO:0019899;GO:0002039;GO:0003723;GO:0003720;GO:0070034;GO:0000722;GO:0005524;GO:0043531
Mle_014218	GO:0016324;GO:0005769;GO:0005887;GO:0005634;GO:0043235;GO:0004941;GO:0051379;GO:0051380;GO:0015459;GO:0042803;GO:0007190;GO:0071880;GO:0045453;GO:0050873;GO:0007267;GO:0002032;GO:0002024;GO:0031649;GO:0098779;GO:0040015;GO:0045986;GO:1901098;GO:0030501;GO:1904504;GO:0043410;GO:0031398;GO:0045944;GO:0006898;GO:0002028;GO:0042312;GO:0009409;GO:0002025;GO:0004930;GO:0007186;GO:0016021
Mle_014221	GO:0016021;GO:0005886;GO:0044736;GO:0015252;GO:0034220;GO:0005272;GO:0006814;GO:0016020
Mle_014222	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021
Mle_014223	GO:0005829;GO:0005524;GO:0004386;GO:0003743;GO:0002183;GO:0003676;GO:0008270;GO:0003676;GO:0005524;GO:0003677;GO:0005524;GO:0016787
Mle_014224	GO:0005634;GO:0051059;GO:1900017;GO:0051092;GO:0051091;GO:0005515;GO:0005198;GO:0005882;GO:0005515
Mle_014225	GO:0030496;GO:0055038;GO:0005525;GO:0003924;GO:0031532;GO:0034613;GO:0031954;GO:0032486;GO:0048814;GO:0046328;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0005525;GO:0007264
Mle_014228	GO:0000792;GO:0005634;GO:0031519;GO:0003727;GO:0016568;GO:0000122;GO:0006351
Mle_014233	GO:0005634;GO:0000981;GO:0043565;GO:0030154;GO:0009790;GO:0035108;GO:0045893;GO:0048793;GO:0006357;GO:0006355;GO:0006351;GO:0003700;GO:0043565;GO:0006355
Mle_014238	GO:0005814
Mle_014239	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021
Mle_014244	GO:0043194;GO:0016323;GO:0009986;GO:0043034;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0014704;GO:0016328;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0033270;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008093;GO:0008092;GO:0044325;GO:0030674;GO:0030507;GO:0005200;GO:0007411;GO:0007409;GO:0071286;GO:0007016;GO:0006888;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0072659;GO:0072661;GO:0043266;GO:0007165;GO:0005515;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0005515
Mle_014245	GO:0031011;GO:0005524;GO:0043141;GO:0003713;GO:0007049;GO:0051301;GO:0016568;GO:0006310;GO:0006281;GO:0042127;GO:0006355;GO:0030111;GO:0006351
Mle_014252	GO:0071565;GO:0008270;GO:0016568;GO:0098779;GO:0007399;GO:0002230;GO:0006355;GO:0006351;GO:0098792;GO:0005515
Mle_014256	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021
Mle_014260	GO:0044753;GO:0044754;GO:0030424;GO:0005901;GO:0030054;GO:0005737;GO:0032473;GO:0031410;GO:0005829;GO:0030425;GO:0032839;GO:0005783;GO:0005768;GO:0070062;GO:0005615;GO:0005794;GO:0005798;GO:0030426;GO:0016234;GO:0005622;GO:0030529;GO:0005764;GO:0045121;GO:0005902;GO:0005743;GO:0005759;GO:0031966;GO:0005741;GO:0005739;GO:0097487;GO:0043005;GO:0043025;GO:0043204;GO:0005886;GO:0098794;GO:0045202;GO:0008021;GO:0030672;GO:0043195;GO:0005802;GO:1990909;GO:0003779;GO:0005524;GO:1904713;GO:0030276;GO:0001948;GO:0005525;GO:0034211;GO:0005096;GO:0003924;GO:0042802;GO:0044325;GO:0016301;GO:0004708;GO:0036479;GO:0042803;GO:0051018;GO:0004672;GO:0004674;GO:0030159;GO:0017048;GO:0000149;GO:0017075;GO:0015631;GO:0000187;GO:0000186;GO:0006914;GO:0019722;GO:0034613;GO:1903351;GO:0071287;GO:0034599;GO:0009267;GO:0008340;GO:0006897;GO:0060079;GO:0035640;GO:0007030;GO:0046039;GO:0048312;GO:0035556;GO:0035641;GO:0007040;GO:0000165;GO:0051646;GO:0007005;GO:1902902;GO:1902236;GO:0090394;GO:0034260;GO:1903206;GO:0016242;GO:1901215;GO:2000469;GO:0032091;GO:0001933;GO:0010955;GO:1903215;GO:1903125;GO:0007528;GO:0070997;GO:0048812;GO:0021772;GO:0018105;GO:0018107;GO:0016310;GO:0010508;GO:0090263;GO:0060161;GO:0043547;GO:0043068;GO:0032436;GO:1902499;GO:0032092;GO:0001934;GO:0031398;GO:0046777;GO:0006468;GO:0072593;GO:0010506;GO:2000172;GO:0050848;GO:0060828;GO:0061001;GO:0060159;GO:0035564;GO:0040012;GO:0035751;GO:0042391;GO:0051900;GO:1902692;GO:1901214;GO:0014041;GO:0010738;GO:0051966;GO:2000300;GO:1902803;GO:0006979;GO:0007264;GO:0036465;GO:0022028;GO:1904887;GO:0004672;GO:0005524;GO:0006468;GO:0005525;GO:0007264;GO:0005515;GO:0005525;GO:0004672;GO:0006468;GO:0005525;GO:0007264;GO:0005515
Mle_014270	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351;GO:0046872;GO:0046872
Mle_014274	GO:0005730;GO:0009968;GO:0005515;GO:0070072
Mle_014277	GO:0005737;GO:0016020
Mle_014282	GO:0005813;GO:0005737;GO:0030286;GO:0016020;GO:0005874;GO:0016459;GO:0005634;GO:0008092;GO:0003774;GO:0007017;GO:0008039;GO:0006810;GO:0007017;GO:0030286;GO:0003677;GO:0003700;GO:0016987;GO:0006352;GO:0006355
Mle_014288	GO:0000421;GO:0005737;GO:0031410;GO:0005829;GO:0005783;GO:0070062;GO:0000139;GO:0016020;GO:0030496;GO:0005740;GO:0005741;GO:0043234;GO:0005504;GO:0042802;GO:0042171;GO:0042803;GO:0051084;GO:0006915;GO:0048102;GO:0034198;GO:0042149;GO:0090148;GO:0007005;GO:1902254;GO:0006654;GO:0008654;GO:2000786;GO:0010508;GO:1902255;GO:1903527;GO:0043552;GO:1900740;GO:0032461;GO:1903955;GO:1903778;GO:0051259;GO:0032801;GO:0032465;GO:0031647;GO:0005515;GO:0005737
Mle_014296	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021;GO:0006810
Mle_014298	GO:0016021;GO:0022891;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021
Mle_014301	GO:0030490
Mle_014302	GO:0030430;GO:0042025;GO:0019012;GO:0004190;GO:0003887;GO:0046872;GO:0003723;GO:0003964;GO:0004523;GO:0015074;GO:0006310;GO:0075713;GO:0046718;GO:0075732
Mle_014313	GO:0016020;GO:0005730;GO:0005634;GO:0005525;GO:0003924;GO:0044822;GO:0042254;GO:0005525;GO:0005525;GO:0003924;GO:0005525
Mle_014315	GO:0016021;GO:0016787;GO:0008236;GO:0006508;GO:0016787;GO:0006629;GO:0006914;GO:0005737
Mle_014318	GO:0034451;GO:0000775;GO:0005929;GO:0030154;GO:0060271;GO:0060287;GO:0035721;GO:0035735;GO:0070121;GO:0032402;GO:0090317;GO:0010824;GO:0050953
Mle_014319	GO:0052718;GO:0052717;GO:0008270;GO:0006400;GO:0002100;GO:0006457;GO:0008270;GO:0005515;GO:0005515;GO:0005515
Mle_014321	GO:0005737;GO:0035870;GO:0036220;GO:0046872;GO:0000166;GO:0036222;GO:0051276;GO:0009204;GO:0006193;GO:0016787
Mle_014322	GO:0016021;GO:0005506;GO:0016491;GO:0006633;GO:0005506;GO:0016491;GO:0006633;GO:0055114
Mle_014325	GO:0016021;GO:0016021;GO:0016020
Mle_014333	GO:0005929;GO:0005737;GO:0005634;GO:0005524;GO:0004693;GO:0007049;GO:0051301;GO:0060271;GO:0007275;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_014334	GO:0072562;GO:0070062;GO:0016020;GO:0005578;GO:0005044;GO:0007155
Mle_014335	GO:0042025;GO:0003677;GO:0004519;GO:0004527;GO:0003677;GO:0004527
Mle_014338	GO:0005737;GO:0005856;GO:0005524
Mle_014339	GO:0034451;GO:0005737;GO:0005654;GO:0043234;GO:0042384
Mle_014340	GO:0016607;GO:0005634;GO:0098519;GO:0016791;GO:0044822;GO:0004651;GO:0004725;GO:0008138;GO:0003723;GO:0098507;GO:0016070;GO:0006396;GO:0008138;GO:0006470;GO:0006359
Mle_014352	GO:0005634;GO:0046872;GO:0000977;GO:0003700;GO:0006355;GO:0006351;GO:0046872;GO:0046872;GO:0046872;GO:0046872
Mle_014355	GO:0016021;GO:0005743;GO:0005739;GO:0005507;GO:0009793;GO:0033617;GO:0016209;GO:0016491;GO:0055114;GO:0016491
Mle_014356	GO:0046872
Mle_014358	GO:0005829;GO:0051260;GO:0051260
Mle_014359	GO:0005769;GO:0005768;GO:0005654;GO:0071203;GO:0016197;GO:0007032;GO:0015031;GO:0003676
Mle_014362	GO:0005737;GO:0005654;GO:0005634;GO:0000978;GO:0003700;GO:0044212;GO:0001077;GO:0002250;GO:0006959;GO:0045785;GO:0045944;GO:0045670;GO:0046983;GO:0003676
Mle_014368	GO:0005887;GO:0008528;GO:0004964;GO:0007190;GO:0007189;GO:0046546;GO:0009755;GO:0022602;GO:0007200;GO:0043950;GO:0005515
Mle_014370	GO:0005887;GO:0005249;GO:0042391;GO:0005515;GO:0005515
Mle_014371	GO:0003755;GO:0006457;GO:0003755;GO:0000413;GO:0006457
Mle_014376	GO:0009941;GO:0016021;GO:0005886;GO:0015299;GO:0010163;GO:2000377;GO:0042542;GO:0006979;GO:0000302;GO:0009651;GO:0006814;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0015299;GO:0006812;GO:0055085;GO:0016021
