Gene	sp_id	sp_evalue	sp_desc	go_all	Pfam
Mle_016850	Q9VI75	6e-82	Phosphatidylinositol-binding clathrin assembly protein LAP	GO:0030131;GO:0030136;GO:0005905;GO:0005829;GO:0005794;GO:0008021;GO:0005545;GO:0030276;GO:0048268;GO:0007270;GO:0007269;GO:0042331;GO:2000370;GO:0006898;GO:0007268;GO:0016183;GO:0048488;GO:0048489;GO:0005543	PF07651
Mle_016851	Q8C761	3e-68	WD repeat-containing protein 60	GO:0005929;GO:0070062;GO:0005615;GO:0030030	NA
Mle_016859	Q6ZV29	0	Patatin-like phospholipase domain-containing protein 7	GO:0005783;GO:0016021;GO:0005765;GO:0031966;GO:0031965;GO:0004622;GO:0032502;GO:0006629;GO:0006629	PF01734
Mle_016862	Q8K2X3	4e-14	CST complex subunit STN1	GO:1990879;GO:0045111;GO:0043231;GO:0000784;GO:0005730;GO:0005654;GO:0005634;GO:0003697;GO:0043047;GO:0010521;GO:0042162;GO:0051974;GO:0045740;GO:0051973;GO:0032212;GO:1904356;GO:0016233;GO:0000723;GO:0010833;GO:0003676	PF01336
Mle_016865	P50429	7e-108	Arylsulfatase B	GO:0009986;GO:0070062;GO:0005764;GO:0004065;GO:0046872;GO:0003943;GO:0061580;GO:0008152;GO:0010976;GO:0010632;GO:0008484;GO:0008152;GO:0003824	PF00884;PF00884;PF01663
Mle_016869	P0DJE3	2e-12	Alpha-latrotoxin-Lhe1a	GO:0005576;GO:0016021;GO:0072556;GO:0006887;GO:0005515;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0005515	PF00023;PF00520;PF00520;PF00520;PF00520;PF13606
Mle_016871	Q9H239	3e-28	Matrix metalloproteinase-28	GO:0005737;GO:0005578;GO:0005509;GO:0004222;GO:0008270;GO:0010760;GO:0004222;GO:0008270;GO:0006508;GO:0031012	PF00413;PF00413;PF00413;PF00413
Mle_016882	A4IGM4	2e-33	Hydroxysteroid 11-beta-dehydrogenase 1-like protein	GO:0005576;GO:0016491;GO:0016491;GO:0055114	PF03435;PF03435
Mle_016885	P06868	1e-12	Plasminogen	GO:0005576;GO:0019904;GO:0005102;GO:0004252;GO:0007596;GO:0042730;GO:0009408;GO:0048771;GO:0008745;GO:0009253	PF01510;PF01510
Mle_016888	Q12980	5e-31	Nitrogen permease regulator 3-like protein	GO:1990130;GO:0005096;GO:0035909;GO:0048738;GO:0034198;GO:0032007;GO:0060021;GO:0003281	NA
Mle_016890	Q91ZX7	2e-24	Prolow-density lipoprotein receptor-related protein 1	GO:0005905;GO:0005737;GO:0005925;GO:0005887;GO:0005765;GO:0016020;GO:0005730;GO:0048471;GO:0043235;GO:0034185;GO:0005509;GO:0044822;GO:0032403;GO:0035909;GO:0043277;GO:0097242;GO:0003279;GO:0008203;GO:0060976;GO:2000587;GO:0014912;GO:0030178;GO:0010875;GO:0032370;GO:0006898;GO:0032956;GO:0032374;GO:0032429;GO:0005515	PF00057
Mle_016892	E2RSQ2	1e-47	HORMA domain-containing protein 1	GO:0005694;GO:0005634;GO:0001824;GO:0042138;GO:0007126;GO:0051598;GO:0051177;GO:0048477;GO:0060629;GO:0007283;GO:0007130;GO:0005515	PF00628
Mle_016897	P26927	1e-28	Hepatocyte growth factor-like protein	GO:0070062;GO:0005576;GO:0005615;GO:0030971;GO:0004252;GO:0048012;GO:0045721;GO:2000479;GO:0005515;GO:0030246	PF00041;PF02140
Mle_016899	Q1LZA0	8e-84	GPI mannosyltransferase 3	GO:0005789;GO:0016021;GO:0000030;GO:0006506;GO:0016757	PF03901
Mle_016902	Q5HZI9	1e-53	Solute carrier family 25 member 51	GO:0016021;GO:0005743;GO:0005739;GO:0003735;GO:0006412;GO:0006810	NA
Mle_016909	Q5ZIF1	2e-78	Adipocyte plasma membrane-associated protein	GO:0009986;GO:0005783;GO:0070062;GO:0016021;GO:0016020;GO:0004064;GO:0016788;GO:0016844;GO:0009058;GO:0004064;GO:0016844;GO:0009058	PF01731;PF03088;PF03088
Mle_016911	Q62186	5e-07	Translocon-associated protein subunit delta	GO:0005789;GO:0070062;GO:0016021;GO:0005783;GO:0016021	PF05404;PF05404
Mle_016918	O75832	6e-14	26S proteasome non-ATPase regulatory subunit 10	GO:0005737;GO:0005829;GO:0045111;GO:0005654;GO:0005634;GO:0000502;GO:0005838;GO:0008134;GO:0031145;GO:0002479;GO:0006915;GO:0007253;GO:0038095;GO:0000165;GO:0043066;GO:0090090;GO:0043518;GO:0043409;GO:0032088;GO:0090201;GO:0000122;GO:0051436;GO:0038061;GO:0090263;GO:0030307;GO:0045737;GO:0032436;GO:0031398;GO:0051437;GO:0070682;GO:0043161;GO:0000209;GO:0006521;GO:0043488;GO:0002223;GO:0050852;GO:0033209;GO:0060071;GO:0005515;GO:0005515	PF00023;PF13606
Mle_016920	O94889	4e-13	Kelch-like protein 18	GO:0031463;GO:0016567;GO:0005515	PF00651
Mle_016921	Q8WTM6	5e-125	Probable actin-related protein 2/3 complex subunit 2	GO:0005885;GO:0005737;GO:0034314;GO:0010631;GO:0016331;GO:0030833;GO:0034314;GO:0005885;GO:0015629	PF04045;PF04045;PF04045;PF04045
Mle_016923	Q2YDW2	4e-06	Protein misato homolog 1	GO:0005737;GO:0005741;GO:0003924;GO:0048311;GO:0007005	NA
Mle_016925	P15357	2e-71	Ubiquitin-40S ribosomal protein S27a	GO:0005829;GO:0005875;GO:0005634;GO:0005840;GO:0046872;GO:0031386;GO:0003735;GO:0007219;GO:0016567;GO:0006412;GO:0005515;GO:0003735;GO:0006412;GO:0005840;GO:0005515	PF00240;PF01599;PF01599;PF01599;PF14560
Mle_016929	P53412	6e-92	LIM/homeobox protein Lhx3	GO:0005623;GO:0005634;GO:0005667;GO:0043565;GO:0001076;GO:0008270;GO:0048839;GO:0021526;GO:0008045;GO:0043066;GO:0021983;GO:0045944;GO:0021527;GO:0021520;GO:0006351;GO:0021521;GO:0003677;GO:0008270;GO:0003677;GO:0006355	PF00046;PF00412;PF05920;PF05920
Mle_016931	Q91ZX7	5e-08	Prolow-density lipoprotein receptor-related protein 1	GO:0005905;GO:0005737;GO:0005925;GO:0005887;GO:0005765;GO:0016020;GO:0005730;GO:0048471;GO:0043235;GO:0034185;GO:0005509;GO:0044822;GO:0032403;GO:0035909;GO:0043277;GO:0097242;GO:0003279;GO:0008203;GO:0060976;GO:2000587;GO:0014912;GO:0030178;GO:0010875;GO:0032370;GO:0006898;GO:0032956;GO:0032374;GO:0032429;GO:0005515	PF00057
Mle_016932	Q8BXX9	1e-04	Coiled-coil domain-containing protein 169	NA;GO:0009306;GO:0016021	PF03934;PF03934
Mle_016934	Q9BXI6	9e-74	TBC1 domain family member 10A	GO:0005829;GO:0012505;GO:0070062;GO:0005902;GO:0005886;GO:0005096;GO:0005085;GO:0030165;GO:0017137;GO:0097202;GO:0090630;GO:0006886;GO:0045862;GO:0031338;GO:0042147	NA
Mle_016937	Q5ZM25	5e-160	Obg-like ATPase 1	GO:0005813;GO:0005737;GO:0070062;GO:0016020;GO:0005730;GO:0005524;GO:0016887;GO:0005525;GO:0046872;GO:0043023;GO:0043022;GO:0046034;GO:0005525;GO:0005525	PF01926;PF02421
Mle_016940	Q4R1I4	6e-12	Melanopsin	GO:0016021;GO:0008020;GO:0004744;GO:0007186;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_016942	Q9UPY8	2e-69	Microtubule-associated protein RP/EB family member 3	GO:0005737;GO:0015630;GO:0035371;GO:0030496;GO:0048471;GO:0008017;GO:0051301;GO:0007067;GO:0045737;GO:1903033;GO:0045893;GO:0005515;GO:0008017	PF00307;PF03271
Mle_016944	P49010	6e-65	Chitooligosaccharidolytic beta-N-acetylglucosaminidase	GO:0004563;GO:0006032;GO:0000272;GO:0004553;GO:0005975	PF00728;PF00728
Mle_016945	Q3T106	2e-11	Serine/arginine-rich splicing factor 7	GO:0005737;GO:0070062;GO:0005654;GO:0000166;GO:0044822;GO:0008270;GO:0006397;GO:0051028;GO:0048025;GO:0008380;GO:0003676;GO:0003676;GO:0008270	PF00076;PF00098;PF00098
Mle_016947	Q6P6J4	5e-59	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2	GO:0015630;GO:0005654;GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0016706;GO:0006307;GO:0035511	NA
Mle_016950	A2A9C3	4e-12	Protein SZT2	GO:0070062;GO:0005777;GO:0007417;GO:0021540;GO:0043473;GO:0009791;GO:1901668	NA
Mle_016953	O35717	2e-04	Suppressor of cytokine signaling 2	GO:0005737;GO:0005131;GO:0005159;GO:0004860;GO:0032870;GO:0019221;GO:0060396;GO:0035556;GO:0007595;GO:0060749;GO:0046627;GO:0046426;GO:0040015;GO:0006469;GO:0045666;GO:0016567;GO:0001558;GO:0040014;GO:0032355	NA
Mle_016959	Q6NV04	3e-179	Acetolactate synthase-like protein	GO:0016021;GO:0000287;GO:0030976;GO:0016740;GO:0048701;GO:0000287;GO:0030976;GO:0003824;GO:0030976;GO:0030976	PF00205;PF00205;PF02775;PF02775;PF02776
Mle_016960	Q5ZJ56	2e-50	60S ribosomal protein L7 [Gallus gallus]	GO:0022625;GO:0044822;GO:0003735;GO:0002181;GO:0000463	NA
Mle_016970	P28021	2e-99	Casein kinase II subunit beta	GO:0005956;GO:0046872;GO:0019887;GO:0016055;GO:0019887;GO:0005956	PF01214;PF01214
Mle_016972	Q9CZX5	9e-27	PIN2/TERF1-interacting telomerase inhibitor 1	GO:0000781;GO:0000777;GO:0005737;GO:0043231;GO:0000776;GO:0005739;GO:0000228;GO:0000784;GO:0005730;GO:0005634;GO:0005819;GO:0010521;GO:0070034;GO:0007080;GO:0031397;GO:0051974;GO:0032211;GO:1904751;GO:1904744;GO:0070198;GO:1902570;GO:0031647;GO:0007004;GO:0003676	PF01585
Mle_016976	Q32NH9	4e-45	Forkhead box protein J1.2	GO:0005634;GO:0043565;GO:0003700;GO:0042384;GO:0060271;GO:0006351;GO:0003700;GO:0043565;GO:0006355	PF00250;PF00250;PF00250
Mle_016978	P21329	2e-23	RNA-directed DNA polymerase from mobile element jockey	GO:0003964;GO:0003676;GO:0008270;GO:0005515	PF00098;PF00098;PF00628
Mle_016982	Q9ES74	2e-167	Serine/threonine-protein kinase Nek7	GO:0005737;GO:0005815;GO:0005654;GO:0000922;GO:0005524;GO:0046872;GO:0004674;GO:0051973;GO:1904355;GO:0032212;GO:0006468;GO:0004672;GO:0005524;GO:0006468;GO:0005524;GO:0016773;GO:0016020;GO:0004672;GO:0006468	PF00069;PF00069;PF00069;PF06293;PF06293;PF06293;PF07714;PF07714
Mle_016984	O97790	4e-59	TBC1 domain family member 1	GO:0012505;GO:0005622;GO:0005634;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0031338;GO:0005515	PF00640
Mle_016986	Q5RF14	1e-65	Mitochondrial intermediate peptidase	GO:0005759;GO:0046872;GO:0004222;GO:0004222;GO:0006508	PF01432;PF01432
Mle_016987	Q9WVS4	3e-18	MAPK/MAK/MRK overlapping kinase	GO:0005737;GO:0005524;GO:0004693	NA
Mle_016989	Q921G6	1e-04	Leucine-rich repeat and calponin homology domain-containing protein 4	GO:0005737;GO:0016605;GO:0045892;GO:0005515;GO:0005515;GO:0005515	PF00560;PF13516;PF13855
Mle_016995	Q8N328	1e-10	PiggyBac transposable element-derived protein 3	NA;GO:0035556	PF00130
Mle_016997	P52505	1e-12	Acyl carrier protein, mitochondrial	GO:0005759;GO:0031966;GO:0005747;GO:0005504;GO:0008137;GO:0016491;GO:0006633;GO:0006120	NA
Mle_016999	Q6P0H6	7e-86	COP9 signalosome complex subunit 4	GO:0030054;GO:0008180;GO:0005829;GO:0008021;GO:0010388;GO:0005515	PF01399
Mle_017003	O75167	2e-31	Phosphatase and actin regulator 2	GO:0005886;GO:0031092;GO:0004864;GO:0002576	NA
Mle_017006	Q95135	3e-84	Excitatory amino acid transporter 3	GO:0016324;GO:0016021;GO:0005886;GO:0033229;GO:0005313;GO:0015293;GO:0042883;GO:0089711;GO:0015293;GO:0016021	PF00375;PF00375
Mle_017007	Q9HBA9	3e-34	Putative N-acetylated-alpha-linked acidic dipeptidase	GO:0005737;GO:0070062;GO:0005886;GO:0016805;GO:0046872;GO:0004181;GO:0035609;GO:0008652	NA
Mle_017009	P91753	3e-07	Mitotic apparatus protein p62 [Lytechinus pictus]	GO:0005634;GO:0003676;GO:0051301;GO:0007067	NA
Mle_017011	Q921M3	0	Splicing factor 3B subunit 3	GO:0071013;GO:0005730;GO:0005634;GO:0005689;GO:0003723;GO:0000398;GO:0042177;GO:0003676;GO:0005634	PF03178;PF03178
Mle_017013	A6NK75	1e-07	Zinc finger protein 98	GO:0005634;GO:0046872;GO:0000978;GO:0006355;GO:0006351;GO:0046872;GO:0046872	PF00096;PF13465
Mle_017015	P41180	2e-16	Extracellular calcium-sensing receptor	GO:0005887;GO:0005886;GO:0004930;GO:0004435;GO:0009653;GO:0070509;GO:0006874;GO:0007635;GO:0005513;GO:0007186;GO:0001503;GO:0004930;GO:0007186;GO:0016021	PF00003;PF00003;PF00003
Mle_017019	Q708S7	9e-11	Acid-sensing ion channel 1	GO:0005887;GO:0044736;GO:0005261;GO:0015280;GO:0071467;GO:0070207;GO:0005272;GO:0006814;GO:0016020	PF00858;PF00858;PF00858
Mle_017022	Q9D7N9	1e-18	Adipocyte plasma membrane-associated protein	GO:0009986;GO:0005783;GO:0070062;GO:0016021;GO:0016020;GO:0004064;GO:0016788;GO:0016844;GO:0009058;GO:0016844;GO:0009058	PF03088;PF03088
Mle_017023	P21328	4e-36	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_017024	P54802	6e-77	Alpha-N-acetylglucosaminidase	GO:0070062;GO:0043202;GO:0005764;GO:0004561;GO:0021680;GO:0006027;GO:0060119;GO:0045475;GO:0007040;GO:0042474;GO:0007399;GO:0046548	NA
Mle_017026	Q9P784	1e-125	60S ribosomal protein L4-B	GO:0005829;GO:0022625;GO:0003735;GO:0002181;GO:0003735;GO:0006412;GO:0005840	PF00573;PF00573;PF00573
Mle_017029	E1C6Q1	6e-137	Pachytene checkpoint protein 2 homolog	GO:0001673;GO:0005524;GO:0006302;GO:0007144;GO:0007141;GO:0001556;GO:0048477;GO:0007131;GO:0007286;GO:0007283;GO:0007130;GO:0005524;GO:0005524;GO:0016887;GO:0003723;GO:0003724;GO:0005524;GO:0005524;GO:0005524;GO:0002949;GO:0009378;GO:0006281;GO:0006310;GO:0005524;GO:0016887	PF00004;PF00005;PF00005;PF00910;PF00910;PF01443;PF01637;PF01695;PF02367;PF05496;PF05496;PF05496;PF07728;PF07728
Mle_017031	Q15370	9e-31	Transcription elongation factor B polypeptide 2	GO:0031462;GO:0031466;GO:0005829;GO:0070449;GO:0070062;GO:0005654;GO:0030891;GO:0031625;GO:0006461;GO:0016567;GO:0061418;GO:0006368;GO:0006366;GO:0005515	PF00240
Mle_017033	P05933	1e-24	Calmodulin	GO:0000935;GO:0032153;GO:0005829;GO:0044732;GO:0035841;GO:0005634;GO:0035840;GO:0005509;GO:0030437;GO:0031322;GO:0071990;GO:0090307;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005509;GO:0005509;GO:0005509;GO:0005509	PF00036;PF10591;PF10591;PF10591;PF13202;PF13405;PF13499;PF13833
Mle_017037	Q53T94	3e-06	TATA box-binding protein-associated factor RNA polymerase I subunit B	GO:0070062;GO:0005654;GO:0005634;GO:0070860;GO:0005668;GO:0046872;GO:0001164;GO:0017025;GO:0001187;GO:0003700;GO:0045815;GO:0001189;GO:0006363;GO:0006362;GO:0006361;GO:0006351	NA
Mle_017038	P05202	2e-143	Aspartate aminotransferase, mitochondrial	GO:0009986;GO:0070062;GO:0005743;GO:0005759;GO:0005739;GO:0043209;GO:0043204;GO:0005886;GO:0043234;GO:0016597;GO:0042802;GO:0016212;GO:0004069;GO:0080130;GO:0005543;GO:0044822;GO:0030170;GO:0006103;GO:0006532;GO:0006533;GO:0006531;GO:0015908;GO:0019551;GO:0019550;GO:0006536;GO:0006107;GO:0045471;GO:0030170;GO:0009058	PF00155;PF00155
Mle_017045	Q91620	9e-06	Nodal homolog 2-A	GO:0005615;GO:0019838;GO:0016015;GO:0046982;GO:0048320;GO:0007368;GO:0001702;GO:0040007;GO:0001707;GO:0030111;GO:0008083	PF00019
Mle_017051	Q6GQN8	1e-72	Trans-2-enoyl-CoA reductase, mitochondrial	GO:0005739;GO:0019166;GO:0008270;GO:0006633;GO:0039020;GO:0003676;GO:0055114;GO:0055114	PF00076;PF00107;PF08240
Mle_017053	O76082	6e-26	Solute carrier family 22 member 5	GO:0016324;GO:0031526;GO:0070062;GO:0005887;GO:0005886;GO:0005524;GO:0015226;GO:0015491;GO:0015238;GO:0030165;GO:0015651;GO:0015293;GO:0009437;GO:0015879;GO:0015893;GO:0060731;GO:0015697;GO:0052106;GO:0006814;GO:0070715;GO:0022857;GO:0055085;GO:0016021;GO:0006810;GO:0055085;GO:0016021	PF00083;PF00083;PF00083;PF06609;PF07690;PF07690
Mle_017056	Q9EPL6	3e-09	Interstitial collagenase B	GO:0005578;GO:0005509;GO:0004222;GO:0008233;GO:0008270;GO:0030574;GO:0004222;GO:0008270;GO:0006508;GO:0031012;GO:0003677;GO:0046983	PF00413;PF00413;PF00413;PF00413;PF02892;PF05699
Mle_017057	Q8R420	9e-63	ATP-binding cassette sub-family A member 3	GO:0097208;GO:0097233;GO:0005615;GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0006869;GO:0051384;GO:0006810;GO:0005524;GO:0016887;GO:0005524	PF00005;PF00005;PF13304
Mle_017059	Q9NBX4	9e-15	Probable RNA-directed DNA polymerase from transposon X-element	GO:0003964;GO:0006313	NA
Mle_017061	P49935	8e-11	Pro-cathepsin H	GO:0097208;GO:0005829;GO:0070062;GO:0005615;GO:0005764;GO:0004177;GO:0008656;GO:0004197;GO:0008234;GO:0004175;GO:0030108;GO:0016505;GO:0008233;GO:0004252;GO:0070324;GO:0006919;GO:0010815;GO:0097067;GO:0060448;GO:0070371;GO:0002764;GO:0033619;GO:0001656;GO:0043066;GO:0010813;GO:0045766;GO:2001235;GO:0030335;GO:0008284;GO:0010634;GO:0010628;GO:0010952;GO:0031648;GO:0006508;GO:0051603;GO:0032526;GO:0043129;GO:0001913;GO:0031638;GO:0008234;GO:0006508	PF00112;PF00112
Mle_017065	P21328	3e-14	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_017066	P97878	3e-89	Exocyst complex component 5	GO:0005829;GO:0006887;GO:0015031;GO:0048278;GO:0006887;GO:0048278;GO:0005737	PF07393;PF07393;PF07393
Mle_017069	Q63ZR6	7e-27	UDP-glucuronosyltransferase 3A1	GO:0016021;GO:0015020;GO:0008152;GO:0016758;GO:0008152;GO:0016758	PF00201;PF00201;PF04101
Mle_017073	Q95M12	8e-91	Legumain	GO:0005764;GO:0004197;GO:1901185;GO:0006508;GO:0051603;GO:0032801;GO:0003014;GO:0006624;GO:0008233;GO:0006508	PF01650;PF01650
Mle_017077	Q9R0Q6	1e-122	Actin-related protein 2/3 complex subunit 1A	GO:0005885;GO:0005737;GO:0070062;GO:0036195;GO:0051015;GO:0034314;GO:0005515	PF00400
Mle_017081	Q8VEG4	8e-52	Exonuclease 3'-5' domain-containing protein 2	GO:0005737;GO:0005634;GO:0008408;GO:0008852;GO:0003676;GO:0008310;GO:0000729;GO:0006302;GO:0000724;GO:0090305;GO:0003676;GO:0008408;GO:0006139	PF01612;PF01612;PF01612
Mle_017083	Q0GNC1	3e-52	Inverted formin-2	GO:0048471;GO:0030036;GO:0032535;GO:0090140;GO:0003779;GO:0003779;GO:0016043;GO:0003779;GO:0017048;GO:0030036	PF02205;PF06367;PF06367;PF06371;PF06371;PF06371
Mle_017090	Q14AW5	3e-27	Putative methyltransferase NSUN7	GO:0008168;GO:0003723;GO:0030382;GO:0030317	NA
Mle_017094	Q6NWL1	2e-41	Programmed cell death protein 10-B	GO:0000139;GO:0005886;GO:0001525;GO:0006915;GO:0001568;GO:0048514;GO:0043009;GO:0007507;GO:0003007;GO:0001944	NA
Mle_017095	Q801S3	3e-123	40S ribosomal protein S3a-A [Xenopus laevis]	GO:0022627;GO:0003735;GO:0006412;GO:0003735;GO:0006412;GO:0005840	PF01015;PF01015;PF01015
Mle_017102	P25326	1e-18	Cathepsin S	GO:0005615;GO:0005764;GO:0004197;GO:0002250;GO:0019882;GO:0048002;GO:0034769;GO:0097067;GO:0030574;GO:0006955;GO:2001259;GO:0016485;GO:0051603;GO:0010447;GO:0008234;GO:0006508;GO:0004197;GO:0006508	PF00112;PF00112;PF03051;PF03051
Mle_017103	Q7ZXE1	8e-126	Carnitine O-palmitoyltransferase 2, mitochondrial	GO:0005743;GO:0004095;GO:0006635;GO:0006810;GO:0016746	PF00755
Mle_017105	Q5F3K0	6e-89	Tetratricopeptide repeat protein 27	NA;GO:0005515;GO:0005515;GO:0005515;GO:0005515	PF00515;PF13176;PF13181;PF13414
Mle_017108	Q9FMR5	3e-32	Vesicle-associated membrane protein 714	GO:0005794;GO:0000139;GO:0016021;GO:0031201;GO:0005773;GO:0005484;GO:0000149;GO:0006887;GO:0015031;GO:0009651;GO:0006906;GO:0016192;GO:0016021	PF00957;PF00957
Mle_017114	Q9EPQ8	7e-23	Transcription factor 20	GO:0005654;GO:0005634;GO:0044822;GO:0003700;GO:0044212;GO:0008270;GO:0045944;GO:0006351	NA
Mle_017116	Q5RES7	8e-18	Calcipressin-1	GO:0005622;GO:0000166;GO:0033173;GO:0019722	PF04847
Mle_017117	Q92734	6e-37	Protein TFG	GO:0005737;GO:0005829;GO:0070062;GO:0000139;GO:0004871;GO:0048208;GO:0043123;GO:0005515	PF00564
Mle_017118	Q95245	4e-13	Cytochrome b561	GO:0016021;GO:0030658;GO:0000293;GO:0046872;GO:0016491;GO:0022865;GO:0022900;GO:0055114	NA
Mle_017121	Q9QWF0	5e-14	Chromatin assembly factor 1 subunit A	GO:0033186;GO:0043231;GO:0000790;GO:0005730;GO:0005634;GO:0043234;GO:0070087;GO:0042802;GO:0007049;GO:0031497;GO:0006281;GO:0006260;GO:0006335;GO:0006334;GO:0003712;GO:0006355	PF02172;PF02172
Mle_017124	Q5ZL34	1e-18	Cleavage and polyadenylation specificity factor subunit 6	GO:0030529;GO:0016020;GO:0005849;GO:0005634;GO:0042382;GO:0003729;GO:0000166;GO:0006378;GO:0051262	NA
Mle_017130	Q8BUL6	4e-16	Pleckstrin homology domain-containing family A member 1	GO:0005737;GO:0070062;GO:0016020;GO:0005654;GO:0005886;GO:0032587;GO:0030165;GO:0035091;GO:0043325;GO:0008209;GO:0050853;GO:0070301;GO:0045184;GO:0008210;GO:0060325;GO:0008585;GO:0033327;GO:0001553;GO:0035264;GO:0051898;GO:0060021;GO:0014065;GO:0048008;GO:0009791;GO:0031529;GO:0048705;GO:0007283;GO:0005515;GO:0005543;GO:0032065;GO:0005938	PF12814;PF12814;PF12814;PF12814
Mle_017131	P21328	7e-26	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_017133	P40055	3e-141	U3 small nucleolar RNA-associated protein 7	GO:0005730;GO:0005654;GO:0030688;GO:0032040;GO:0000480;GO:0000447;GO:0000472;GO:0000462;GO:0031167;GO:0005515;GO:0005198;GO:0006886;GO:0016192;GO:0030117	PF00400;PF04053;PF04053;PF04053;PF04053
Mle_017137	Q8BJ51	2e-08	UNC93-like protein MFSD11	GO:0016021;GO:0055085;GO:0016021	PF07690;PF07690
Mle_017139	Q9CQX4	2e-05	PCNA-associated factor	GO:0005737;GO:0005634;GO:0048471;GO:0003682;GO:0006974;GO:0051297;GO:0006260;GO:0051726;GO:0009411;GO:0019985	NA
Mle_017141	Q6GLB9	2e-04	Homeobox protein EMX1	GO:0005634;GO:0043565;GO:0007275;GO:0006355;GO:0003677	PF00046
Mle_017144	P30823	8e-58	High affinity cationic amino acid transporter 1	GO:0005887;GO:0005886;GO:0015297;GO:0015181;GO:0015174;GO:0015189;GO:0000064;GO:0015809;GO:0015802;GO:1903352;GO:0032006;GO:0006810;GO:0055085;GO:0016020;GO:0015171;GO:0003333;GO:0016020	PF00324;PF00324;PF00324;PF13520;PF13520;PF13520
Mle_017146	Q6EGX7	1e-37	Ubiquitin-like protein 5	GO:0005737;GO:0005515;GO:0005515	PF00240;PF14560
Mle_017149	Q96FI4	4e-59	Endonuclease 8-like 1	GO:0005694;GO:0005737;GO:0005815;GO:0005654;GO:0005634;GO:0003684;GO:0019104;GO:0003906;GO:0016798;GO:0008022;GO:0008270;GO:0006284;GO:0045008;GO:0032074;GO:0006289;GO:0006979;GO:0003684;GO:0003906;GO:0008270;GO:0016799;GO:0006284;GO:0003684;GO:0003906;GO:0008270;GO:0016799;GO:0006289	PF01149;PF01149;PF01149;PF01149;PF01149;PF06831;PF06831;PF06831;PF06831;PF06831
Mle_017151	P46023	1e-08	G-protein coupled receptor GRL101	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_017152	O14672	2e-31	Disintegrin and metalloproteinase domain-containing protein 10	GO:0009986;GO:0005737;GO:0070062;GO:0005925;GO:0005794;GO:0005798;GO:0016021;GO:0043231;GO:0016020;GO:0005634;GO:0097038;GO:0005886;GO:0014069;GO:0097197;GO:0005802;GO:0004175;GO:0005178;GO:0004222;GO:0008237;GO:0042803;GO:0019901;GO:0005102;GO:0008270;GO:0007267;GO:0051089;GO:0048013;GO:0022617;GO:0001701;GO:0007229;GO:0006509;GO:0042117;GO:0007162;GO:0007220;GO:0007219;GO:0051088;GO:0030307;GO:0030335;GO:0008284;GO:0010820;GO:0006468;GO:0016485;GO:0034612	NA
Mle_017156	Q8BL95	2e-104	UPF0769 protein C21orf59 homolog	GO:0005829;GO:0005634;GO:0048858	NA
Mle_017160	O14077	3e-39	Putative zinc protease mug138	GO:0005829;GO:0005739;GO:0004222;GO:0008237;GO:0008270;GO:0051321;GO:0043171;GO:0071432;GO:0016485;GO:0006508;GO:0051603	NA
Mle_017161	Q38903	5e-53	Rac-like GTP-binding protein ARAC2	GO:0005737;GO:0005886;GO:0005525;GO:0007264;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0007264	PF00025;PF00071;PF00071;PF08477;PF08477
Mle_017163	P02595	9e-25	Calmodulin	GO:0005509;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005515;GO:0005509;GO:0005509;GO:0005509;GO:0005509	PF00036;PF10591;PF10591;PF10591;PF12763;PF13202;PF13405;PF13499;PF13833
Mle_017168	Q9GR88	9e-27	Eukaryotic peptide chain release factor subunit 1	GO:0005737;GO:0016149	NA
Mle_017169	Q9H477	1e-73	Ribokinase	GO:0005737;GO:0070062;GO:0005634;GO:0005524;GO:0046872;GO:0004747;GO:0019303;GO:0003676;GO:0008408;GO:0006139	PF01612;PF01612;PF01612
Mle_017182	Q5U9X3	2e-10	G-protein coupled receptor family C group 6 member A	GO:0016021;GO:0005886;GO:0016597;GO:0004930;GO:0016595;GO:0006874;GO:0007608;GO:0004930;GO:0007186;GO:0016021;GO:0004930;GO:0007186	PF00003;PF00003;PF00003;PF07562;PF07562
Mle_017184	Q9H9A6	2e-82	Leucine-rich repeat-containing protein 40	GO:0016020;GO:0005515;GO:0005515;GO:0005515	PF00560;PF13516;PF13855
